ID,EVENT_TYPE,DAY_OF_WEEK,RANGE_DATE_START,RANGE_DATE_END,DISTRICT,districtIdWiki,STREETS_1,STREETS_2,NO_OF_VICTIMS,CPFA_HAIL,hail+ice,HAIL+ICE+RAIN,HAIL+ICE+RAIN+FOG,weatherCondition,WeatherConditionID,CPFA_ICE,CPFA_RAIN,CPFA_FOG,CPFA_DRY,CPFA_SNOW,CPSV_WET,CPSV_OIL,Wet+Oil,CPSV_MUD,Wet+Oil+Mud,CPSV_LOOSE_GRAVEL,Wet+Oik+Mud+Gravel,CPSV_ICE,Wet+Oil+Mud+Gravel+Ice,CPSV_DRY_AND_CLEAN,SurfaceCondition
2018-3284,ATROPELLO,DOMINGO,18/03/2018 23:00,18/03/2018 23:59,Centro,https://www.wikidata.org/wiki/Q1763376,CALLE DE LA CAVA BAJA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3052,COLISION DOBLE,DOMINGO,18/03/2018 23:00,18/03/2018 23:59,Salamanca,https://www.wikidata.org/wiki/Q1773521,CALLE DE DON RAMON DE LA CRUZ,CALLE DE SERRANO,2,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3066,COLISION DOBLE,LUNES,19/03/2018 08:00,19/03/2018 08:59,Carabanchel,https://www.wikidata.org/wiki/Q1001991,CALLE DEL GENERAL RICARDOS NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3426,COLISION DOBLE,LUNES,19/03/2018 08:00,19/03/2018 08:59,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,AVENIDA DE LOS REYES CATOLICOS NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3026,COLISION DOBLE,LUNES,19/03/2018 08:00,19/03/2018 08:59,Retiro,https://www.wikidata.org/wiki/Q2002296,PLAZA DE CIBELES NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3059,COLISION DOBLE,LUNES,19/03/2018 10:00,19/03/2018 10:59,Chamartín,https://www.wikidata.org/wiki/Q1766348,CALLE DE JOAQUIN COSTA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3068,COLISION DOBLE,LUNES,19/03/2018 10:00,19/03/2018 10:59,Chamartín,https://www.wikidata.org/wiki/Q1766348,PASEO DE LA CASTELLANA,PLAZA DE SAN JUAN DE LA CRUZ,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3288,COLISION DOBLE,LUNES,19/03/2018 11:00,19/03/2018 11:59,Centro,https://www.wikidata.org/wiki/Q1763376,CALLE DE BAILEN,CUESTA DE SAN VICENTE,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3108,CAIDA MOTOCICLETA,LUNES,19/03/2018 11:00,19/03/2018 11:59,Salamanca,https://www.wikidata.org/wiki/Q1773521,CALLE DE ALCALA NUM,,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3056,CAIDA VEHICULO 3 RUEDAS,LUNES,19/03/2018 12:00,19/03/2018 12:59,Retiro,https://www.wikidata.org/wiki/Q2002296,CALLE DE LA ESTRELLA POLAR,CALLE DE SIRIO,3,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3067,ATROPELLO,LUNES,19/03/2018 13:00,19/03/2018 13:59,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,CALLE DE LAS ISLAS CIES NUM,,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3034,ATROPELLO,LUNES,19/03/2018 13:00,19/03/2018 13:59,Tetuán,https://www.wikidata.org/wiki/Q1773540,CALLE DE VIZCAINOS NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3071,COLISION DOBLE,LUNES,19/03/2018 14:00,19/03/2018 14:59,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,AUTOVIA  M-30 CALZADA 1 KM.,,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3079,COLISION DOBLE,LUNES,19/03/2018 14:00,19/03/2018 14:59,San Blas,https://www.wikidata.org/wiki/Q2001937,CALLE DE CAMPEZO,CALLE DE SAMANIEGO,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3070,CHOQUE CON OBJETO FIJO,LUNES,19/03/2018 15:00,19/03/2018 15:59,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,AVENIDA DEL MEDITERRANEO KM.,,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3083,COLISION MULTIPLE,LUNES,19/03/2018 17:00,19/03/2018 17:59,Arganzuela,https://www.wikidata.org/wiki/Q2000929,AUTOVIA  M-30 CALZADA 1 KM.,,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3044,CAIDA MOTOCICLETA,LUNES,19/03/2018 17:00,19/03/2018 17:59,Retiro,https://www.wikidata.org/wiki/Q2002296,AVENIDA DE LA CIUDAD DE BARCELONA NUM,,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3080,COLISION DOBLE,LUNES,19/03/2018 18:00,19/03/2018 18:59,San Blas,https://www.wikidata.org/wiki/Q2001937,CALLE DE ALCALA NUM,,3,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3046,ATROPELLO,LUNES,19/03/2018 19:00,19/03/2018 19:59,Barajas,https://www.wikidata.org/wiki/Q807230,AVENIDA DE JUAN ANTONIO SAMARANCH NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3074,COLISION DOBLE,LUNES,19/03/2018 20:00,19/03/2018 20:59,Chamberí,https://www.wikidata.org/wiki/Q1763370,CALLE DE GUZMAN EL BUENO,PASEO DE SAN FRANCISCO DE SALES,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3089,COLISION DOBLE,LUNES,19/03/2018 21:00,19/03/2018 21:59,Chamartín,https://www.wikidata.org/wiki/Q1766348,AVENIDA DE PIO XII NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3072,CAIDA VIAJERO BUS,LUNES,19/03/2018 21:00,19/03/2018 21:59,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,CALLE DE LA GOLONDRINA,CARRETERA DE HUMERA,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3075,COLISION DOBLE,LUNES,19/03/2018 21:00,19/03/2018 21:59,San Blas,https://www.wikidata.org/wiki/Q2001937,CALLE DE ALCONERA,CALLE DE POBLADURA DEL VALLE,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3092,COLISION DOBLE,MARTES,20/03/2018 00:00,20/03/2018 00:59,Salamanca,https://www.wikidata.org/wiki/Q1773521,CALLE DE MARIA DE MOLINA,CALLE DE VELAZQUEZ,2,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3062,ATROPELLO,MARTES,20/03/2018 01:00,20/03/2018 01:59,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,PASEO DEL REY NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3104,COLISION DOBLE,MARTES,20/03/2018 07:00,20/03/2018 07:59,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,CALLE DE LA LAGARTERA,CALLE DE MEJORANA,3,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3311,COLISION DOBLE,MARTES,20/03/2018 08:00,20/03/2018 08:59,Centro,https://www.wikidata.org/wiki/Q1763376,CALLE DE BAILEN,PLAZA DE LA MARINA ESPAÑOLA,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3109,COLISION DOBLE,MARTES,20/03/2018 08:00,20/03/2018 08:59,Chamartín,https://www.wikidata.org/wiki/Q1766348,CALLE DE JOAQUIN COSTA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3093,COLISION DOBLE,MARTES,20/03/2018 08:00,20/03/2018 08:59,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,AUTOVIA  M-30 CALZADA 2 KM.,,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3064,COLISION DOBLE,MARTES,20/03/2018 08:00,20/03/2018 08:59,Retiro,https://www.wikidata.org/wiki/Q2002296,CALLE DE CAVANILLES,PLAZA DE MARIANO DE CAVIA,1,, ,  RAIN,  RAIN ,RAIN,WeatherCondition07,,RAIN,,,,WET,,WET ,,WET  ,,WET   ,,WET    ,,WET
2018-3078,COLISION DOBLE,MARTES,20/03/2018 08:00,20/03/2018 08:59,Tetuán,https://www.wikidata.org/wiki/Q1773540,CALLE DE DULCINEA,CALLE DE PALENCIA,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3139,ATROPELLO,MARTES,20/03/2018 08:00,20/03/2018 08:59,Usera,https://www.wikidata.org/wiki/Q953368,CALLE DEL OLVIDO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3105,ATROPELLO,MARTES,20/03/2018 09:00,20/03/2018 09:59,Chamartín,https://www.wikidata.org/wiki/Q1766348,AVENIDA DEL DOCTOR ARCE,CALLE DE VELAZQUEZ,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3099,COLISION DOBLE,MARTES,20/03/2018 09:00,20/03/2018 09:59,Latina,https://www.wikidata.org/wiki/Q794954,AVENIDA DE LOS POBLADOS NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3101,COLISION DOBLE,MARTES,20/03/2018 09:00,20/03/2018 09:59,Vicálvaro,https://www.wikidata.org/wiki/Q589403,CALLE DE VILLAJIMENA,PASEO DE LOS ARTILLEROS,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3106,CHOQUE CON OBJETO FIJO,MARTES,20/03/2018 11:00,20/03/2018 11:59,Retiro,https://www.wikidata.org/wiki/Q2002296,PLAZA DE LOS REYES MAGOS NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3154,COLISION DOBLE,MARTES,20/03/2018 11:00,20/03/2018 11:59,Salamanca,https://www.wikidata.org/wiki/Q1773521,CALLE DE SERRANO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3081,COLISION DOBLE,MARTES,20/03/2018 12:00,20/03/2018 12:59,Tetuán,https://www.wikidata.org/wiki/Q1773540,CALLE DE ORENSE,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE,4,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3098,COLISION DOBLE,MARTES,20/03/2018 13:00,20/03/2018 13:59,Chamartín,https://www.wikidata.org/wiki/Q1766348,CALLE DE PEDRO DE VALDIVIA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3107,COLISION DOBLE,MARTES,20/03/2018 13:00,20/03/2018 13:59,Latina,https://www.wikidata.org/wiki/Q794954,CALLE DE SESEÑA,PASEO DE EXTREMADURA,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3116,ATROPELLO,MARTES,20/03/2018 15:00,20/03/2018 15:59,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,AVENIDA DE LA ALBUFERA,CALLE DEL TRANVIA DE ARGANDA,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3132,COLISION DOBLE,MARTES,20/03/2018 15:00,20/03/2018 15:59,Salamanca,https://www.wikidata.org/wiki/Q1773521,CALLE DE VELAZQUEZ NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3158,COLISION DOBLE,MARTES,20/03/2018 16:00,20/03/2018 16:59,Tetuán,https://www.wikidata.org/wiki/Q1773540,AVENIDA DE ASTURIAS,CALLE DE LOS CEDROS,2,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3087,COLISION DOBLE,MARTES,20/03/2018 17:00,20/03/2018 17:59,Barajas,https://www.wikidata.org/wiki/Q807230,GLORIETA DE LA ERMITA DE LA VIRGEN DE LA SOLEDAD,,2,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3085,COLISION DOBLE,MARTES,20/03/2018 17:00,20/03/2018 17:59,Carabanchel,https://www.wikidata.org/wiki/Q1001991,CALLE DE RUFINO REJON,CAMINO DE LAS CRUCES,2,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3133,COLISION DOBLE,MARTES,20/03/2018 18:00,20/03/2018 18:59,Arganzuela,https://www.wikidata.org/wiki/Q2000929,CALLE DE LA BATALLA DEL SALADO,CALLE DE PALOS DE LA FRONTERA,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3121,COLISION DOBLE,MARTES,20/03/2018 18:00,20/03/2018 18:59,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,CALLE DE ALCALA,CALLE DE LOS HERMANOS DE PABLO,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3123,COLISION DOBLE,MARTES,20/03/2018 18:00,20/03/2018 18:59,Hortaleza,https://www.wikidata.org/wiki/Q1928529,AVENIDA DE FRANCISCO JAVIER SÁENZ DE OIZA,GLORIETA DE JUAN DE HARO,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3168,ATROPELLO,MARTES,20/03/2018 18:00,20/03/2018 18:59,Latina,https://www.wikidata.org/wiki/Q794954,CALLE DE MAQUEDA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3134,COLISION MULTIPLE,MARTES,20/03/2018 19:00,20/03/2018 19:59,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,CALLE DE ALCALA,CALLE DE LOS HERMANOS DE PABLO,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3164,COLISION DOBLE,MARTES,20/03/2018 19:00,20/03/2018 19:59,Moratalaz,https://www.wikidata.org/wiki/Q2076109,CALLE  ARROYO DE LA MEDIA LEGUA,CALLE DEL CAMINO DE LOS VINATEROS,2,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3128,COLISION DOBLE,MARTES,20/03/2018 20:00,20/03/2018 20:59,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,CALLE DE LA GOLONDRINA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3119,CAIDA MOTOCICLETA,MARTES,20/03/2018 21:00,20/03/2018 21:59,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,AVENIDA DE SANTO ANGEL DE LA GUARDA,CALLE DE FRANCOS RODRIGUEZ,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3125,ATROPELLO,MARTES,20/03/2018 22:00,20/03/2018 22:59,Tetuán,https://www.wikidata.org/wiki/Q1773540,AVENIDA DEL GENERAL PERON NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3135,COLISION DOBLE,MARTES,20/03/2018 23:00,20/03/2018 23:59,Carabanchel,https://www.wikidata.org/wiki/Q1001991,CALLE DE MARIA ODIAGA,CALLE DE PIEDRAHITA,2,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3091,ATROPELLO,MIERCOLES,21/03/2018 00:00,21/03/2018 00:59,Chamartín,https://www.wikidata.org/wiki/Q1766348,CALLE DE AGUSTIN DE FOXA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3114,COLISION DOBLE,MIERCOLES,21/03/2018 08:00,21/03/2018 08:59,Barajas,https://www.wikidata.org/wiki/Q807230,AEROPUERTO Terminal T -,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3144,ATROPELLO,MIERCOLES,21/03/2018 08:00,21/03/2018 08:59,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,CARRETERA DE FUENCARRAL A HORTALEZA,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3138,COLISION DOBLE,MIERCOLES,21/03/2018 08:00,21/03/2018 08:59,Latina,https://www.wikidata.org/wiki/Q794954,CALLE DE MELILOTO,CALLE DE ONIL,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3197,COLISION DOBLE,MIERCOLES,21/03/2018 08:00,21/03/2018 08:59,Puente de Vallecas,https://www.wikidata.org/wiki/Q2003054,AVENIDA DE LA ALBUFERA NUM,,2,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3103,ATROPELLO,MIERCOLES,21/03/2018 09:00,21/03/2018 09:59,Arganzuela,https://www.wikidata.org/wiki/Q2000929,CALLE DE MENDEZ ALVARO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3110,ATROPELLO,MIERCOLES,21/03/2018 09:00,21/03/2018 09:59,Arganzuela,https://www.wikidata.org/wiki/Q2000929,CALLE DE RAMIREZ DE PRADO,CALLE DE VARA DEL REY,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3149,COLISION DOBLE,MIERCOLES,21/03/2018 09:00,21/03/2018 09:59,Carabanchel,https://www.wikidata.org/wiki/Q1001991,AVENIDA DE CARABANCHEL ALTO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3140,CAIDA MOTOCICLETA,MIERCOLES,21/03/2018 09:00,21/03/2018 09:59,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,CALLE DE LA CONDESA DE VENADITO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3199,COLISION DOBLE,MIERCOLES,21/03/2018 09:00,21/03/2018 09:59,Tetuán,https://www.wikidata.org/wiki/Q1773540,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE,CALLE DEL GENERAL MOSCARDO,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3147,COLISION DOBLE,MIERCOLES,21/03/2018 11:00,21/03/2018 11:59,Moratalaz,https://www.wikidata.org/wiki/Q2076109,CALLE DE FOBOS NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3208,COLISION DOBLE,MIERCOLES,21/03/2018 11:00,21/03/2018 11:59,Tetuán,https://www.wikidata.org/wiki/Q1773540,CALLE DE BUSTARVIEJO,CALLE DE ROSA DE SILVA,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3146,CAIDA BICICLETA,MIERCOLES,21/03/2018 12:00,21/03/2018 12:59,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,CARRETERA DE PARDO A FUENCARRAL KM.,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3204,ATROPELLO,MIERCOLES,21/03/2018 12:00,21/03/2018 12:59,Tetuán,https://www.wikidata.org/wiki/Q1773540,CALLE DE BRAVO MURILLO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3152,COLISION DOBLE,MIERCOLES,21/03/2018 13:00,21/03/2018 13:59,Arganzuela,https://www.wikidata.org/wiki/Q2000929,AUTOVIA  M-30 CALZADA 1 KM.,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3333,COLISION DOBLE,MIERCOLES,21/03/2018 13:00,21/03/2018 13:59,Centro,https://www.wikidata.org/wiki/Q1763376,PLAZA DE ALONSO MARTINEZ,PLAZA DE SANTA BARBARA,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3141,COLISION DOBLE,MIERCOLES,21/03/2018 13:00,21/03/2018 13:59,Chamberí,https://www.wikidata.org/wiki/Q1763370,CALLE DE AGUSTIN DE BETANCOURT,CALLE DE RAIMUNDO FERNANDEZ VILLAVERDE,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3143,CAIDA MOTOCICLETA,MIERCOLES,21/03/2018 13:00,21/03/2018 13:59,Chamberí,https://www.wikidata.org/wiki/Q1763370,CALLE DE SANTA ENGRACIA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3113,COLISION DOBLE,MIERCOLES,21/03/2018 13:00,21/03/2018 13:59,Moncloa-Aravaca,https://www.wikidata.org/wiki/Q2017682,AVENIDA  COMPLUTENSE NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3111,COLISION DOBLE,MIERCOLES,21/03/2018 13:00,21/03/2018 13:59,Retiro,https://www.wikidata.org/wiki/Q2002296,CALLE DEL CAFETO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3150,CAIDA MOTOCICLETA,MIERCOLES,21/03/2018 13:00,21/03/2018 13:59,Retiro,https://www.wikidata.org/wiki/Q2002296,PASEO DEL PRADO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3153,CAIDA MOTOCICLETA,MIERCOLES,21/03/2018 14:00,21/03/2018 14:59,Centro,https://www.wikidata.org/wiki/Q1763376,CALLE DEL DOCTOR FOURQUET NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3306,COLISION DOBLE,MIERCOLES,21/03/2018 14:00,21/03/2018 14:59,Usera,https://www.wikidata.org/wiki/Q953368,CALLE DE ELISA OCHOA,CALLE DE PRIMITIVA GAÑAN,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3166,COLISION DOBLE,MIERCOLES,21/03/2018 15:00,21/03/2018 15:59,Salamanca,https://www.wikidata.org/wiki/Q1773521,CALLE DE MARIA DE MOLINA NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
2018-3167,ATROPELLO,MIERCOLES,21/03/2018 16:00,21/03/2018 16:59,Ciudad Lineal,https://www.wikidata.org/wiki/Q1763694,CALLE DEL ALCALDE LOPEZ CASERO NUM,,1,, ,  ,   ,DRY,WeatherCondition01,,,,DRY,,,, ,,  ,,   ,,    ,DRY AND CLEAN,DRY AND CLEAN
