,OBJECTID,STREET_NAM,street_name_URI,Divided,LTS,ExisFacil,Shape__Length,osm_type,osm_id,lat,lon
233,109,Tremont Street,Tremont-Street,no,LTS 3,SLM,162.159609426307,way,138827717,42.3582926,-71.0602525
234,1990,Truman Highway,Truman-Highway,no,LTS 4,BFBL,127.012881122529,,,,
235,2567,Truman Highway Sidepath,Truman-Highway-Sidepath,no,LTS 1,SUP,1379.25744278232,,,,
236,1395,Ukraine Way,Ukraine-Way,yes,LTS 3,BL,119.323373944729,way,139333583,42.298091,-71.1154154
237,2290,Valentine Street,Valentine-Street,no,LTS 1,SLM,108.193005712874,way,485257983,42.322554,-71.093106
238,3,Veterans Of Foreign Wars Parkway,Veterans-Of-Foreign-Wars-Parkway,yes,LTS 3,BL,109.76653353431,way,426634818,42.290481,-71.168107
239,81,Walk Hill Street,Walk-Hill-Street,no,LTS 3,SLM,110.073950558968,way,649230086,42.284538,-71.102694
240,2008,Walnut Avenue,Walnut-Avenue,no,LTS 3,SLM,104.994684264746,way,591278014,42.323999,-71.082702
241,1995,Walnut Entrance,Walnut-Entrance,no,LTS 1,SUP,66.9763358821686,way,8652406,42.311637,-71.096404
242,63,Walter Street,Walter-Street,no,LTS 3,BL,22.205496206649,way,591277994,42.2959968,-71.1294206
243,2027,Warren Street,Warren-Street,no,LTS 3,SLM,87.13344727411379,node,69489300,42.3484068,-71.140445
244,1996,Washington Street,Washington-Street,no,LTS 3,SLM,24.967502846522603,node,69485017,42.3440542,-71.1426459
245,2135,Water Street,Water-Street,no,LTS 2,NW-U,10.995310541715698,way,426489348,42.3575841,-71.0564128
246,201,West Dedham Street,West-Dedham-Street,no,LTS 4,CL,43.323702966877605,way,8640321,42.341709,-71.07256
247,26,Western Avenue,Western-Avenue,no,LTS 3,CL,80.1851148948672,way,541013777,42.361545,-71.1462272
248,119,Westland Avenue,Westland-Avenue,no,LTS 1,SBL,204.59452605535301,way,426623435,42.3440103,-71.0901672
249,1483,Whitfield Street,Whitfield-Street,no,LTS 2,TC,62.4892436981153,way,320201553,42.2903553,-71.0738581
250,1224,William Day Boulevard,William-Day-Boulevard,no,LTS 3,BFBL,824.4901042596131,,,,
251,97,Williams Street,Williams-Street,no,LTS 2,TC,96.25075507403861,way,148495801,42.3048438,-71.1057102
252,1114,Willowwood Street,Willowwood-Street,no,LTS 1,NW,97.37726814893959,way,8644290,42.28451,-71.086218
253,330,Winship Street,Winship-Street,no,LTS 3,BL,86.95049721807051,way,149701300,42.3490448,-71.1506574
254,2406,Winter Street,Winter-Street,no,LTS 1,SRd,14.3045537871257,way,435347908,42.3080665,-71.0625902
255,162,Wyman Street,Wyman-Street,no,LTS 2,TC,52.5479468088667,way,8648821,42.320366,-71.105214
256,2543,Zakim Bridge Path,Zakim-Bridge-Path,no,LTS 1,SUC,251.210222869286,,,,
